Grupo_edad,Año, Hombre, Mujer
 55-59 años,2004,472,288
,,,
 55-59 años,2005,522,299
,,,
 55-59 años,2006,536,321
,,,
 55-59 años,2007,550,328
,,,
 55-59 años,2008,560,319
,,,
 55-59 años,2009,675,378
,,,
 55-59 años,2010,716,368
,,,
 55-59 años,2011,699,377
,,,
 55-59 años,2012,755,431
,,,
 55-59 años,2013,798,423
,,,
 55-59 años,2014,834,463
,,,
 55-59 años,2015,877,456
,,,
 55-59 años,2016,981,476
,,,
 55-59 años,2017,983,499
,,,
 55-59 años,2018,"1,115",540
,,,
 55-59 años,2019,"1,134",573
,,,
 55-59 años,2020,"1,944","1,011"
,,,
 55-59 años,2021,"1,694",787
,,,
 55-59 años,2022,"1,402",638
,,,
 55-59 años,2023,"1,373",567
,,,
 60-64 años,2000,490,322
,,,
 60-64 años,2001,475,337
,,,
 60-64 años,2002,471,329
,,,
 60-64 años,2003,503,346
,,,
 60-64 años,2004,544,383
,,,
 60-64 años,2005,511,336
,,,
 60-64 años,2006,524,359
,,,
 60-64 años,2007,587,359
,,,
 60-64 años,2008,591,411
,,,
 60-64 años,2009,657,444
,,,
 60-64 años,2010,685,434
,,,
 60-64 años,2011,697,432
,,,
 60-64 años,2012,660,428
,,,
 60-64 años,2013,798,490
,,,
 60-64 años,2014,812,480
,,,
 60-64 años,2015,929,529
,,,
 60-64 años,2016,986,571
,,,
 60-64 años,2017,"1,053",584
,,,
 60-64 años,2018,"1,107",554
,,,
 60-64 años,2019,"1,183",645
,,,
 60-64 años,2020,"2,107","1,198"
,,,
 60-64 años,2021,"1,851","1,006"
,,,
 60-64 años,2022,"1,419",765
,,,
 60-64 años,2023,"1,373",738
,,,
 65-69 años,2000,515,355
,,,
 65-69 años,2001,496,352
,,,
 65-69 años,2002,522,397
,,,
 65-69 años,2003,560,395
,,,
 65-69 años,2004,567,405
,,,
 65-69 años,2005,529,395
,,,
 65-69 años,2006,577,417
,,,
 65-69 años,2007,607,405
,,,
 65-69 años,2008,662,451
,,,
 65-69 años,2009,673,461
,,,
 65-69 años,2010,673,499
,,,
 65-69 años,2011,713,447
,,,
 65-69 años,2012,766,493
,,,
 65-69 años,2013,777,539
,,,
 65-69 años,2014,820,565
,,,
 65-69 años,2015,852,608
,,,
 65-69 años,2016,936,608
,,,
 65-69 años,2017,908,632
,,,
 65-69 años,2018,972,674
,,,
 65-69 años,2019,"1,094",663
,,,
 65-69 años,2020,"1,973","1,330"
,,,
 65-69 años,2021,"1,643","1,090"
,,,
 65-69 años,2022,"1,362",826
,,,
 65-69 años,2023,"1,373",823
,,,
 70-74 años,2000,521,428
,,,
 70-74 años,2001,508,392
,,,
 70-74 años,2002,605,414
,,,
 70-74 años,2003,575,428
,,,
 70-74 años,2004,555,477
,,,
 70-74 años,2005,594,431
,,,
 70-74 años,2006,610,459
,,,
 70-74 años,2007,674,489
,,,
 70-74 años,2008,694,511
,,,
 70-74 años,2009,707,545
,,,
 70-74 años,2010,689,494
,,,
 70-74 años,2011,706,521
,,,
 70-74 años,2012,707,509
,,,
 70-74 años,2013,741,578
,,,
 70-74 años,2014,793,594
,,,
 70-74 años,2015,841,664
,,,
 70-74 años,2016,953,669
,,,
 70-74 años,2017,994,688
,,,
 70-74 años,2018,942,741
,,,
 70-74 años,2019,"1,011",774
,,,
 70-74 años,2020,"1,792","1,310"
,,,
 70-74 años,2021,"1,530","1,069"
,,,
 70-74 años,2022,"1,226",885
,,,
 70-74 años,2023,"1,149",817
,,,
 75-79 años,2000,493,402
,,,
 75-79 años,2001,515,445
,,,
 75-79 años,2002,519,456
,,,
 75-79 años,2003,543,418
,,,
 75-79 años,2004,548,463
,,,
 75-79 años,2005,580,516
,,,
 75-79 años,2006,592,492
,,,
 75-79 años,2007,596,511
,,,
