Grupo_edad,Año, Hombre, Mujer
 60-64 años,2015,589,485
,,,
 60-64 años,2016,573,476
,,,
 60-64 años,2017,577,531
,,,
 60-64 años,2018,623,538
,,,
 60-64 años,2019,694,544
,,,
 60-64 años,2020,"1,397",951
,,,
 60-64 años,2021,"1,003",802
,,,
 60-64 años,2022,772,544
,,,
 60-64 años,2023,799,592
,,,
 65-69 años,2000,294,227
,,,
 65-69 años,2001,331,245
,,,
 65-69 años,2002,304,260
,,,
 65-69 años,2003,334,267
,,,
 65-69 años,2004,350,284
,,,
 65-69 años,2005,333,294
,,,
 65-69 años,2006,368,306
,,,
 65-69 años,2007,397,302
,,,
 65-69 años,2008,399,310
,,,
 65-69 años,2009,450,347
,,,
 65-69 años,2010,419,359
,,,
 65-69 años,2011,473,334
,,,
 65-69 años,2012,431,378
,,,
 65-69 años,2013,487,411
,,,
 65-69 años,2014,527,452
,,,
 65-69 años,2015,523,450
,,,
 65-69 años,2016,622,497
,,,
 65-69 años,2017,581,517
,,,
 65-69 años,2018,610,511
,,,
 65-69 años,2019,703,606
,,,
 65-69 años,2020,"1,337","1,036"
,,,
 65-69 años,2021,"1,112",916
,,,
 65-69 años,2022,818,669
,,,
 65-69 años,2023,795,657
,,,
 70-74 años,2000,304,254
,,,
 70-74 años,2001,349,315
,,,
 70-74 años,2002,378,283
,,,
 70-74 años,2003,376,299
,,,
 70-74 años,2004,387,354
,,,
 70-74 años,2005,426,366
,,,
 70-74 años,2006,452,343
,,,
 70-74 años,2007,449,355
,,,
 70-74 años,2008,452,375
,,,
 70-74 años,2009,463,387
,,,
 70-74 años,2010,537,468
,,,
 70-74 años,2011,497,426
,,,
 70-74 años,2012,510,446
,,,
 70-74 años,2013,551,452
,,,
 70-74 años,2014,550,516
,,,
 70-74 años,2015,538,480
,,,
 70-74 años,2016,605,505
,,,
 70-74 años,2017,591,511
,,,
 70-74 años,2018,624,498
,,,
 70-74 años,2019,700,594
,,,
 70-74 años,2020,"1,240",953
,,,
 70-74 años,2021,"1,072",910
,,,
 70-74 años,2022,775,653
,,,
 70-74 años,2023,773,624
,,,
 75-79 años,2000,308,237
,,,
 75-79 años,2001,355,310
,,,
 75-79 años,2002,381,289
,,,
 75-79 años,2003,372,348
,,,
 75-79 años,2004,429,319
,,,
 75-79 años,2005,449,367
,,,
 75-79 años,2006,416,365
,,,
 75-79 años,2007,422,407
,,,
 75-79 años,2008,468,461
,,,
 75-79 años,2009,501,437
,,,
 75-79 años,2010,522,473
,,,
 75-79 años,2011,508,439
,,,
 75-79 años,2012,557,495
,,,
 75-79 años,2013,549,516
,,,
 75-79 años,2014,620,545
,,,
 75-79 años,2015,623,561
,,,
 75-79 años,2016,613,576
,,,
 75-79 años,2017,639,544
,,,
 75-79 años,2018,650,617
,,,
 75-79 años,2019,734,670
,,,
 75-79 años,2020,"1,163",868
,,,
 75-79 años,2021,893,780
,,,
 75-79 años,2022,737,658
,,,
 75-79 años,2023,769,638
,,,
 80-84 años,2000,256,236
,,,
 80-84 años,2001,295,280
,,,
 80-84 años,2002,309,276
,,,
 80-84 años,2003,393,358
,,,
 80-84 años,2004,393,279
,,,
 80-84 años,2005,408,361
,,,
 80-84 años,2006,387,343
,,,
 80-84 años,2007,419,343
,,,
 80-84 años,2008,389,386
,,,
 80-84 años,2009,436,424
,,,
 80-84 años,2010,556,487
,,,
 80-84 años,2011,504,482
,,,
 80-84 años,2012,512,458
,,,
 80-84 años,2013,594,506
,,,
 80-84 años,2014,614,523
,,,
 80-84 años,2015,590,578
,,,
 80-84 años,2016,702,596
,,,
 80-84 años,2017,614,604
,,,
 80-84 años,2018,683,626
,,,
 80-84 años,2019,705,633
,,,
 80-84 años,2020,"1,098",922
,,,
 80-84 años,2021,944,871
,,,
 80-84 años,2022,739,723
,,,
 80-84 años,2023,677,686
,,,
 85 años y más,2000,480,482
,,,
 85 años y más,2001,462,503
,,,
 85 años y más,2002,474,504
,,,
 85 años y más,2003,588,564
,,,
 85 años y más,2004,535,522
,,,
 85 años y más,2005,562,603
,,,
 85 años y más,2006,561,610
,,,
 85 años y más,2007,631,634
,,,
 85 años y más,2008,606,660
,,,
 85 años y más,2009,668,666
,,,
 85 años y más,2010,847,803
,,,
 85 años y más,2011,759,765
,,,
 85 años y más,2012,727,767
,,,
 85 años y más,2013,842,876
,,,
 85 años y más,2014,880,939
,,,
 85 años y más,2015,894,973
,,,
 85 años y más,2016,951,"1,037"
,,,
 85 años y más,2017,983,"1,076"
,,,
 85 años y más,2018,"1,007","1,098"
,,,
 85 años y más,2019,"1,113","1,189"
,,,
 85 años y más,2020,"1,479","1,375"
,,,
 85 años y más,2021,"1,395","1,445"
,,,
 85 años y más,2022,"1,149","1,339"
,,,
 85 años y más,2023,"1,130","1,234"
