Grupo_edad,Año, Hombre, Mujer
 60-64 años,2003,711,573
,,,
 60-64 años,2004,694,551
,,,
 60-64 años,2005,674,584
,,,
 60-64 años,2006,670,574
,,,
 60-64 años,2007,709,611
,,,
 60-64 años,2008,713,655
,,,
 60-64 años,2009,787,660
,,,
 60-64 años,2010,774,675
,,,
 60-64 años,2011,888,713
,,,
 60-64 años,2012,849,641
,,,
 60-64 años,2013,920,686
,,,
 60-64 años,2014,883,718
,,,
 60-64 años,2015,956,688
,,,
 60-64 años,2016,"1,052",774
,,,
 60-64 años,2017,"1,011",756
,,,
 60-64 años,2018,"1,041",780
,,,
 60-64 años,2019,"1,166",817
,,,
 60-64 años,2020,"1,752","1,218"
,,,
 60-64 años,2021,"2,254","1,652"
,,,
 60-64 años,2022,"1,352",902
,,,
 60-64 años,2023,"1,221",972
,,,
 65-69 años,2000,746,708
,,,
 65-69 años,2001,768,658
,,,
 65-69 años,2002,814,737
,,,
 65-69 años,2003,787,727
,,,
 65-69 años,2004,848,715
,,,
 65-69 años,2005,808,705
,,,
 65-69 años,2006,838,702
,,,
 65-69 años,2007,850,741
,,,
 65-69 años,2008,863,740
,,,
 65-69 años,2009,"1,004",773
,,,
 65-69 años,2010,985,804
,,,
 65-69 años,2011,956,780
,,,
 65-69 años,2012,"1,031",820
,,,
 65-69 años,2013,"1,001",853
,,,
 65-69 años,2014,"1,115",857
,,,
 65-69 años,2015,"1,086",915
,,,
 65-69 años,2016,"1,158",929
,,,
 65-69 años,2017,"1,178",910
,,,
 65-69 años,2018,"1,094",942
,,,
 65-69 años,2019,"1,234",981
,,,
 65-69 años,2020,"1,914","1,393"
,,,
 65-69 años,2021,"2,677","1,887"
,,,
 65-69 años,2022,"1,491","1,125"
,,,
 65-69 años,2023,"1,464","1,131"
,,,
 70-74 años,2000,924,791
,,,
 70-74 años,2001,899,834
,,,
 70-74 años,2002,921,859
,,,
 70-74 años,2003,975,844
,,,
 70-74 años,2004,991,864
,,,
 70-74 años,2005,"1,080",873
,,,
 70-74 años,2006,"1,002",844
,,,
 70-74 años,2007,"1,089",953
,,,
 70-74 años,2008,"1,159",983
,,,
 70-74 años,2009,"1,083","1,003"
,,,
 70-74 años,2010,"1,119","1,001"
,,,
 70-74 años,2011,"1,135",929
,,,
 70-74 años,2012,"1,146","1,022"
,,,
 70-74 años,2013,"1,190","1,088"
,,,
 70-74 años,2014,"1,198",986
,,,
 70-74 años,2015,"1,142","1,057"
,,,
 70-74 años,2016,"1,204","1,144"
,,,
 70-74 años,2017,"1,288","1,061"
,,,
 70-74 años,2018,"1,268","1,084"
,,,
 70-74 años,2019,"1,410","1,151"
,,,
 70-74 años,2020,"2,028","1,575"
,,,
 70-74 años,2021,"2,648","2,109"
,,,
 70-74 años,2022,"1,660","1,350"
,,,
 70-74 años,2023,"1,598","1,220"
,,,
 75-79 años,2000,"1,002",852
,,,
 75-79 años,2001,968,864
,,,
 75-79 años,2002,"1,039",940
,,,
 75-79 años,2003,"1,051",945
,,,
 75-79 años,2004,988,911
,,,
 75-79 años,2005,"1,116",997
,,,
